"","state","county","primary_city","longitude","latitude","estimated_population","name","Value","Category.Range"
"14993","AL","Etowah","Rainbow City",-86.08,33.92,8064,"alabama,etowah",656.8,"541.3 - 1028.0 (641)"
"14994","AL","Etowah","Gadsden",-86.01,34.01,7049,"alabama,etowah",656.8,"541.3 - 1028.0 (641)"
"14995","AL","Marshall","Albertville",-86.2,34.26,17113,"alabama,marshall",608.7,"541.3 - 1028.0 (641)"
"14996","AL","Marshall","Albertville",-86.2,34.26,8994,"alabama,marshall",608.7,"541.3 - 1028.0 (641)"
"14997","AL","Etowah","Altoona",-86.31,34.03,5439,"alabama,etowah",656.8,"541.3 - 1028.0 (641)"
"14998","AL","St Clair","Ashville",-86.26,33.83,5784,"alabama,st clair",NA,NA
"14999","AL","Etowah","Attalla",-86.1,34.01,9449,"alabama,etowah",656.8,"541.3 - 1028.0 (641)"
"15000","AL","Etowah","Boaz",-86.15,34.2,6666,"alabama,etowah",656.8,"541.3 - 1028.0 (641)"
"15001","AL","Marshall","Boaz",-86.15,34.2,11968,"alabama,marshall",608.7,"541.3 - 1028.0 (641)"
"15002","AL","Jackson","Bryant",-85.64,34.95,2484,"alabama,jackson",668.2,"541.3 - 1028.0 (641)"
"15003","AL","Cherokee","Cedar Bluff",-85.59,34.22,3525,"alabama,cherokee",544,"541.3 - 1028.0 (641)"
"15004","AL","Cherokee","Centre",-85.67,34.15,7149,"alabama,cherokee",544,"541.3 - 1028.0 (641)"
"15005","AL","Dekalb","Collinsville",-85.86,34.26,4299,"alabama,dekalb",NA,NA
"15006","AL","Dekalb","Crossville",-85.99,34.28,5041,"alabama,dekalb",NA,NA
"15007","AL","Dekalb","Dawson",-85.92,34.35,1164,"alabama,dekalb",NA,NA
"15008","AL","Marshall","Douglas",-86.32,34.17,0,"alabama,marshall",608.7,"541.3 - 1028.0 (641)"
"15009","AL","Jackson","Flat Rock",-85.73,34.8,2733,"alabama,jackson",668.2,"541.3 - 1028.0 (641)"
"15010","AL","Dekalb","Fort Payne",-85.69,34.45,12036,"alabama,dekalb",NA,NA
"15011","AL","Dekalb","Fort Payne",-85.69,34.45,4623,"alabama,dekalb",NA,NA
"15012","AL","Dekalb","Fyffe",-85.9,34.45,3417,"alabama,dekalb",NA,NA
"15013","AL","Etowah","Gallant",-86.22,33.99,938,"alabama,etowah",656.8,"541.3 - 1028.0 (641)"
"15014","AL","Cherokee","Gaylesville",-85.55,34.26,2099,"alabama,cherokee",544,"541.3 - 1028.0 (641)"
"15015","AL","Dekalb","Geraldine",-86,34.36,1379,"alabama,dekalb",NA,NA
"15016","AL","Dekalb","Groveoak",-86.04,34.43,769,"alabama,dekalb",NA,NA
"15017","AL","Marshall","Guntersville",-86.27,34.35,12769,"alabama,marshall",608.7,"541.3 - 1028.0 (641)"
"15018","AL","Dekalb","Henagar",-85.73,34.63,4203,"alabama,dekalb",NA,NA
"15019","AL","Jackson","Higdon",-85.63,34.88,1137,"alabama,jackson",668.2,"541.3 - 1028.0 (641)"
"15020","AL","Marshall","Horton",-86.32,34.18,3464,"alabama,marshall",608.7,"541.3 - 1028.0 (641)"
"15021","AL","Dekalb","Ider",-85.66,34.7,1689,"alabama,dekalb",NA,NA
"15022","AL","Cherokee","Leesburg",-85.76,34.17,2794,"alabama,cherokee",544,"541.3 - 1028.0 (641)"
"15023","AL","Dekalb","Mentone",-85.58,34.56,1458,"alabama,dekalb",NA,NA
"15024","AL","Dekalb","Rainsville",-85.84,34.49,6167,"alabama,dekalb",NA,NA
"15025","AL","St Clair","Steele",-86.19,33.93,1965,"alabama,st clair",NA,NA
"15026","AL","Dekalb","Sylvania",-85.8,34.55,1400,"alabama,dekalb",NA,NA
"15027","AL","Dekalb","Valley Head",-85.62,34.55,2542,"alabama,dekalb",NA,NA
"15028","AL","Etowah","Walnut Grove",-86.28,34.06,0,"alabama,etowah",656.8,"541.3 - 1028.0 (641)"
"15029","AL","Autauga","Autaugaville",-86.65,32.43,1628,"alabama,autauga",517.4,"473.9 - 541.2 (647)"
"15030","AL","Pike","Banks",-85.83,31.81,1336,"alabama,pike",545.7,"541.3 - 1028.0 (641)"
"15031","AL","Autauga","Billingsley",-86.7,32.66,1117,"alabama,autauga",517.4,"473.9 - 541.2 (647)"
"15032","AL","Autauga","Booth",-86.53,32.47,0,"alabama,autauga",517.4,"473.9 - 541.2 (647)"
"15033","AL","Crenshaw","Brantley",-86.25,31.58,1968,"alabama,crenshaw",600.3,"541.3 - 1028.0 (641)"
"15034","AL","Pike","Brundidge",-85.81,31.71,3931,"alabama,pike",545.7,"541.3 - 1028.0 (641)"
"15035","AL","Montgomery","Cecil",-85.99,32.3,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15036","AL","Butler","Chapman",-86.72,31.66,0,"alabama,butler",634.2,"541.3 - 1028.0 (641)"
"15037","AL","Barbour","Clayton",-85.45,31.88,2556,"alabama,barbour",588.3,"541.3 - 1028.0 (641)"
"15038","AL","Barbour","Clio",-85.61,31.7,1074,"alabama,barbour",588.3,"541.3 - 1028.0 (641)"
"15039","AL","Elmore","Coosada",-86.33,32.49,963,"alabama,elmore",597.8,"541.3 - 1028.0 (641)"
"15040","AL","Elmore","Deatsville",-86.4,32.62,10267,"alabama,elmore",597.8,"541.3 - 1028.0 (641)"
"15041","AL","Tallapoosa","East Tallassee",-85.8,32.6,0,"alabama,tallapoosa",572.3,"541.3 - 1028.0 (641)"
"15042","AL","Elmore","Eclectic",-86.03,32.63,4753,"alabama,elmore",597.8,"541.3 - 1028.0 (641)"
"15043","AL","Elmore","Elmore",-86.31,32.53,3358,"alabama,elmore",597.8,"541.3 - 1028.0 (641)"
"15044","AL","Coosa","Equality",-86.11,32.8,869,"alabama,coosa",571.9,"541.3 - 1028.0 (641)"
"15045","AL","Barbour","Eufaula",-85.15,31.9,11678,"alabama,barbour",588.3,"541.3 - 1028.0 (641)"
"15046","AL","Crenshaw","Dozier",-86.37,31.5,1239,"alabama,crenshaw",600.3,"541.3 - 1028.0 (641)"
"15047","AL","Bullock","Fitzpatrick",-85.9,32.17,740,"alabama,bullock",588.6,"541.3 - 1028.0 (641)"
"15048","AL","Butler","Forest Home",-86.84,31.86,0,"alabama,butler",634.2,"541.3 - 1028.0 (641)"
"15049","AL","Macon","Fort Davis",-85.73,32.29,0,"alabama,macon",664.9,"541.3 - 1028.0 (641)"
"15050","AL","Lowndes","Fort Deposit",-86.57,31.98,2230,"alabama,lowndes",615.3,"541.3 - 1028.0 (641)"
"15051","AL","Butler","Georgiana",-86.74,31.63,3062,"alabama,butler",634.2,"541.3 - 1028.0 (641)"
"15052","AL","Coffee","Glenwood",-86.17,31.66,644,"alabama,coffee",593.4,"541.3 - 1028.0 (641)"
"15053","AL","Pike","Goshen",-86.12,31.71,1462,"alabama,pike",545.7,"541.3 - 1028.0 (641)"
"15054","AL","Montgomery","Grady",-86.11,32.01,1552,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15055","AL","Butler","Greenville",-86.62,31.82,10687,"alabama,butler",634.2,"541.3 - 1028.0 (641)"
"15056","AL","Covington","Gantt",-86.48,31.4,0,"alabama,covington",640.9,"541.3 - 1028.0 (641)"
"15057","AL","Macon","Hardaway",-85.87,32.3,0,"alabama,macon",664.9,"541.3 - 1028.0 (641)"
"15058","AL","Lowndes","Hayneville",-86.57,32.18,3358,"alabama,lowndes",615.3,"541.3 - 1028.0 (641)"
"15059","AL","Crenshaw","Highland Home",-86.31,31.95,1141,"alabama,crenshaw",600.3,"541.3 - 1028.0 (641)"
"15060","AL","Crenshaw","Honoraville",-86.4,31.85,1093,"alabama,crenshaw",600.3,"541.3 - 1028.0 (641)"
"15061","AL","Lowndes","Hope Hull",-86.4,32.21,3276,"alabama,lowndes",615.3,"541.3 - 1028.0 (641)"
"15062","AL","Elmore","Kent",-86.02,32.66,0,"alabama,elmore",597.8,"541.3 - 1028.0 (641)"
"15063","AL","Crenshaw","Lapine",-86.27,31.98,1083,"alabama,crenshaw",600.3,"541.3 - 1028.0 (641)"
"15064","AL","Lowndes","Letohatchee",-86.51,32.08,1321,"alabama,lowndes",615.3,"541.3 - 1028.0 (641)"
"15065","AL","Barbour","Louisville",-85.55,31.78,1199,"alabama,barbour",588.3,"541.3 - 1028.0 (641)"
"15066","AL","Crenshaw","Luverne",-86.26,31.7,4181,"alabama,crenshaw",600.3,"541.3 - 1028.0 (641)"
"15067","AL","Autauga","Marbury",-86.54,32.64,1822,"alabama,autauga",517.4,"473.9 - 541.2 (647)"
"15068","AL","Montgomery","Mathews",-86.03,32.13,693,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15069","AL","Bullock","Midway",-85.52,32.07,1561,"alabama,bullock",588.6,"541.3 - 1028.0 (641)"
"15070","AL","Elmore","Millbrook",-86.36,32.49,11793,"alabama,elmore",597.8,"541.3 - 1028.0 (641)"
"15071","AL","Montgomery","Mount Meigs",-86.06,32.36,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15072","AL","Bullock","Perote",-85.75,31.99,0,"alabama,bullock",588.6,"541.3 - 1028.0 (641)"
"15073","AL","Crenshaw","Petrey",-86.2,31.84,0,"alabama,crenshaw",600.3,"541.3 - 1028.0 (641)"
"15074","AL","Montgomery","Pike Road",-86.08,32.3,5618,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15075","AL","Montgomery","Pine Level",-86.11,32.01,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15076","AL","Autauga","Prattville",-86.44,32.46,14600,"alabama,autauga",517.4,"473.9 - 541.2 (647)"
"15077","AL","Autauga","Prattville",-86.44,32.46,21193,"alabama,autauga",517.4,"473.9 - 541.2 (647)"
"15078","AL","Autauga","Prattville",-86.44,32.46,1030,"alabama,autauga",517.4,"473.9 - 541.2 (647)"
"15079","AL","Montgomery","Ramer",-86.24,32.07,1585,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15080","AL","Crenshaw","Rutledge",-86.3,31.72,682,"alabama,crenshaw",600.3,"541.3 - 1028.0 (641)"
"15081","AL","Barbour","Eufaula",-85.15,31.9,1122,"alabama,barbour",588.3,"541.3 - 1028.0 (641)"
"15082","AL","Macon","Shorter",-85.93,32.4,1779,"alabama,macon",664.9,"541.3 - 1028.0 (641)"
"15083","AL","Elmore","Tallassee",-85.89,32.53,10586,"alabama,elmore",597.8,"541.3 - 1028.0 (641)"
"15084","AL","Pike","Troy",-85.96,31.8,6165,"alabama,pike",545.7,"541.3 - 1028.0 (641)"
"15085","AL","Elmore","Titus",-86.25,32.71,1839,"alabama,elmore",597.8,"541.3 - 1028.0 (641)"
"15086","AL","Pike","Troy",-85.96,31.8,10180,"alabama,pike",545.7,"541.3 - 1028.0 (641)"
"15087","AL","Pike","Troy",-85.96,31.8,0,"alabama,pike",545.7,"541.3 - 1028.0 (641)"
"15088","AL","Macon","Tuskegee",-85.71,32.43,6807,"alabama,macon",664.9,"541.3 - 1028.0 (641)"
"15089","AL","Macon","Tuskegee Institute",-85.71,32.42,609,"alabama,macon",664.9,"541.3 - 1028.0 (641)"
"15090","AL","Macon","Tuskegee Institute",-85.71,32.42,1889,"alabama,macon",664.9,"541.3 - 1028.0 (641)"
"15091","AL","Bullock","Union Springs",-85.71,32.13,5391,"alabama,bullock",588.6,"541.3 - 1028.0 (641)"
"15092","AL","Chilton","Verbena",-86.52,32.75,2810,"alabama,chilton",646.1,"541.3 - 1028.0 (641)"
"15093","AL","Elmore","Wetumpka",-86.2,32.54,16686,"alabama,elmore",597.8,"541.3 - 1028.0 (641)"
"15094","AL","Elmore","Wetumpka",-86.2,32.54,8743,"alabama,elmore",597.8,"541.3 - 1028.0 (641)"
"15095","AL","Montgomery","Montgomery",-86.28,32.35,466,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15096","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15097","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15098","AL","Montgomery","Montgomery",-86.28,32.35,6082,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15099","AL","Montgomery","Montgomery",-86.28,32.35,10388,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15100","AL","Montgomery","Montgomery",-86.28,32.35,11624,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15101","AL","Montgomery","Montgomery",-86.28,32.35,6403,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15102","AL","Montgomery","Montgomery",-86.28,32.35,16861,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15103","AL","Montgomery","Montgomery",-86.28,32.35,21380,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15104","AL","Montgomery","Montgomery",-86.28,32.35,10126,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15105","AL","Montgomery","Montgomery",-86.28,32.35,10764,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15106","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15107","AL","Montgomery","Montgomery",-86.28,32.35,737,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15108","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15109","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15110","AL","Montgomery","Montgomery",-86.28,32.35,33860,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15111","AL","Montgomery","Montgomery",-86.28,32.35,37488,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15112","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15113","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15114","AL","Montgomery","Montgomery",-86.28,32.35,507,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15115","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15116","AL","Montgomery","Montgomery",-86.28,32.35,549,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15117","AL","Montgomery","Montgomery",-86.28,32.35,1138,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15118","AL","Montgomery","Montgomery",-86.28,32.35,591,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15119","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15120","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15121","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15122","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15123","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15124","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15125","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15126","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15127","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15128","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15129","AL","Montgomery","Montgomery",-86.28,32.35,0,"alabama,montgomery",494,"473.9 - 541.2 (647)"
"15130","AL","Calhoun","Anniston",-85.81,33.66,13184,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15131","AL","Calhoun","Anniston",-85.81,33.66,1251,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15132","AL","Calhoun","Oxford",-85.81,33.66,15567,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15133","AL","Calhoun","Anniston",-85.81,33.66,0,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15134","AL","Calhoun","Anniston",-85.81,33.66,482,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15135","AL","Calhoun","Anniston",-85.81,33.66,8745,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15136","AL","Calhoun","Anniston",-85.81,33.66,14862,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15137","AL","Calhoun","Anniston",-85.77,33.65,0,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15138","AL","Calhoun","Alexandria",-85.9,33.78,4061,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15139","AL","Clay","Ashland",-85.83,33.27,4231,"alabama,clay",636.6,"541.3 - 1028.0 (641)"
"15140","AL","Calhoun","Bynum",-85.95,33.6,640,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15141","AL","Calhoun","Choccolocco",-85.83,33.67,0,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15142","AL","Clay","Cragford",-85.69,33.21,677,"alabama,clay",636.6,"541.3 - 1028.0 (641)"
"15143","AL","Tallapoosa","Daviston",-85.63,33.05,1239,"alabama,tallapoosa",572.3,"541.3 - 1028.0 (641)"
"15144","AL","Calhoun","De Armanville",-85.83,33.67,0,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15145","AL","Clay","Delta",-85.68,33.45,1291,"alabama,clay",636.6,"541.3 - 1028.0 (641)"
"15146","AL","Calhoun","Eastaboga",-85.97,33.6,3092,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15147","AL","Cleburne","Edwardsville",-85.5,33.7,0,"alabama,cleburne",665.1,"541.3 - 1028.0 (641)"
"15148","AL","Cleburne","Fruithurst",-85.43,33.73,1041,"alabama,cleburne",665.1,"541.3 - 1028.0 (641)"
"15149","AL","Randolph","Graham",-85.33,33.46,527,"alabama,randolph",679,"541.3 - 1028.0 (641)"
"15150","AL","Cleburne","Heflin",-85.58,33.64,6810,"alabama,cleburne",665.1,"541.3 - 1028.0 (641)"
"15151","AL","Calhoun","Jacksonville",-85.76,33.81,13993,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15152","AL","Clay","Lineville",-85.75,33.31,4328,"alabama,clay",636.6,"541.3 - 1028.0 (641)"
"15153","AL","Clay","Millerville",-85.95,33.15,0,"alabama,clay",636.6,"541.3 - 1028.0 (641)"
"15154","AL","Talladega","Munford",-85.92,33.53,4416,"alabama,talladega",659.3,"541.3 - 1028.0 (641)"
"15155","AL","Cleburne","Muscadine",-85.37,33.74,944,"alabama,cleburne",665.1,"541.3 - 1028.0 (641)"
"15156","AL","Calhoun","Ohatchee",-86.01,33.78,4746,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15157","AL","Calhoun","Piedmont",-85.61,33.92,9626,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15158","AL","Cleburne","Ranburne",-85.34,33.52,2016,"alabama,cleburne",665.1,"541.3 - 1028.0 (641)"
"15159","AL","Randolph","Roanoke",-85.36,33.14,8257,"alabama,randolph",679,"541.3 - 1028.0 (641)"
"15160","AL","Cherokee","Spring Garden",-85.55,33.97,0,"alabama,cherokee",544,"541.3 - 1028.0 (641)"
"15161","AL","Randolph","Wadley",-85.56,33.12,1756,"alabama,randolph",679,"541.3 - 1028.0 (641)"
"15162","AL","Calhoun","Weaver",-85.8,33.75,4524,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15163","AL","Randolph","Wedowee",-85.48,33.3,3275,"alabama,randolph",679,"541.3 - 1028.0 (641)"
"15164","AL","Calhoun","Wellington",-85.91,33.86,2158,"alabama,calhoun",751.4,"541.3 - 1028.0 (641)"
"15165","AL","Randolph","Woodland",-85.39,33.37,2975,"alabama,randolph",679,"541.3 - 1028.0 (641)"
"15166","AL","Houston","Dothan",-85.4,31.23,26580,"alabama,houston",577.1,"541.3 - 1028.0 (641)"
"15167","AL","Houston","Dothan",-85.4,31.23,1239,"alabama,houston",577.1,"541.3 - 1028.0 (641)"
"15168","AL","Houston","Dothan",-85.4,31.23,23908,"alabama,houston",577.1,"541.3 - 1028.0 (641)"
"15169","AL","Houston","Dothan",-85.4,31.23,779,"alabama,houston",577.1,"541.3 - 1028.0 (641)"
"15170","AL","Houston","Dothan",-85.4,31.23,11865,"alabama,houston",577.1,"541.3 - 1028.0 (641)"
"15171","AL","Henry","Abbeville",-85.25,31.56,4938,"alabama,henry",562.4,"541.3 - 1028.0 (641)"
"15172","AL","Dale","Ariton",-85.71,31.59,2096,"alabama,dale",578.5,"541.3 - 1028.0 (641)"
"15173","AL","Houston","Ashford",-85.23,31.18,4573,"alabama,houston",577.1,"541.3 - 1028.0 (641)"
"15174","AL","Geneva","Bellwood",-85.79,31.17,0,"alabama,geneva",586.3,"541.3 - 1028.0 (641)"
"15175","AL","Geneva","Black",-85.74,31,490,"alabama,geneva",586.3,"541.3 - 1028.0 (641)"
"15176","AL","Geneva","Chancellor",-85.87,31.18,1324,"alabama,geneva",586.3,"541.3 - 1028.0 (641)"
"15177","AL","Henry","Clopton",-85.43,31.6,0,"alabama,henry",562.4,"541.3 - 1028.0 (641)"
"15178","AL","Geneva","Coffee Springs",-85.9,31.16,1007,"alabama,geneva",586.3,"541.3 - 1028.0 (641)"
"15179","AL","Henry","Columbia",-85.11,31.29,1838,"alabama,henry",562.4,"541.3 - 1028.0 (641)"
"15180","AL","Houston","Cottonwood",-85.3,31.05,2673,"alabama,houston",577.1,"541.3 - 1028.0 (641)"
"15181","AL","Houston","Cowarts",-85.3,31.19,1412,"alabama,houston",577.1,"541.3 - 1028.0 (641)"
"15182","AL","Dale","Daleville",-85.71,31.3,6534,"alabama,dale",578.5,"541.3 - 1028.0 (641)"
"15183","AL","Coffee","Elba",-86.07,31.41,5913,"alabama,coffee",593.4,"541.3 - 1028.0 (641)"
"15184","AL","Coffee","Enterprise",-85.84,31.32,25806,"alabama,coffee",593.4,"541.3 - 1028.0 (641)"
"15185","AL","Coffee","Enterprise",-85.84,31.32,1096,"alabama,coffee",593.4,"541.3 - 1028.0 (641)"
"15186","AL","Geneva","Geneva",-85.87,31.03,4255,"alabama,geneva",586.3,"541.3 - 1028.0 (641)"
"15187","AL","Houston","Gordon",-85.09,31.14,1092,"alabama,houston",577.1,"541.3 - 1028.0 (641)"
"15188","AL","Geneva","Hartford",-85.69,31.1,3996,"alabama,geneva",586.3,"541.3 - 1028.0 (641)"
"15189","AL","Henry","Headland",-85.34,31.35,6449,"alabama,henry",562.4,"541.3 - 1028.0 (641)"
"15190","AL","Coffee","Jack",-85.99,31.57,1056,"alabama,coffee",593.4,"541.3 - 1028.0 (641)"
"15191","AL","Geneva","Malvern",-85.51,31.13,0,"alabama,geneva",586.3,"541.3 - 1028.0 (641)"
"15192","AL","Dale","Midland City",-85.49,31.31,5216,"alabama,dale",578.5,"541.3 - 1028.0 (641)"
"15193","AL","Coffee","New Brockton",-85.92,31.38,2710,"alabama,coffee",593.4,"541.3 - 1028.0 (641)"
"15194","AL","Dale","Newton",-85.6,31.33,3874,"alabama,dale",578.5,"541.3 - 1028.0 (641)"
"15195","AL","Henry","Newville",-85.33,31.42,1595,"alabama,henry",562.4,"541.3 - 1028.0 (641)"
"15196","AL","Dale","Ozark",-85.64,31.43,14902,"alabama,dale",578.5,"541.3 - 1028.0 (641)"
"15197","AL","Dale","Ozark",-85.64,31.43,922,"alabama,dale",578.5,"541.3 - 1028.0 (641)"
"15198","AL","Dale","Fort Rucker",-85.71,31.34,3288,"alabama,dale",578.5,"541.3 - 1028.0 (641)"
"15199","AL","Houston","Pansey",-85.17,31.15,733,"alabama,houston",577.1,"541.3 - 1028.0 (641)"
"15200","AL","Dale","Pinckard",-85.54,31.32,531,"alabama,dale",578.5,"541.3 - 1028.0 (641)"
"15201","AL","Henry","Shorterville",-85.1,31.56,472,"alabama,henry",562.4,"541.3 - 1028.0 (641)"
"15202","AL","Dale","Skipperville",-85.54,31.55,927,"alabama,dale",578.5,"541.3 - 1028.0 (641)"
"15203","AL","Geneva","Slocomb",-85.59,31.11,5530,"alabama,geneva",586.3,"541.3 - 1028.0 (641)"
"15204","AL","Houston","Webb",-85.28,31.25,1828,"alabama,houston",577.1,"541.3 - 1028.0 (641)"
"15205","AL","Conecuh","Evergreen",-86.95,31.43,5813,"alabama,conecuh",622.4,"541.3 - 1028.0 (641)"
"15206","AL","Covington","Andalusia",-86.48,31.3,9134,"alabama,covington",640.9,"541.3 - 1028.0 (641)"
"15207","AL","Covington","Andalusia",-86.47,31.37,6268,"alabama,covington",640.9,"541.3 - 1028.0 (641)"
"15208","AL","Monroe","Beatrice",-87.2,31.73,762,"alabama,monroe",579.6,"541.3 - 1028.0 (641)"
"15209","AL","Escambia","Brewton",-87.07,31.11,10877,"alabama,escambia",591.5,"541.3 - 1028.0 (641)"
"15210","AL","Escambia","Brewton",-87.07,31.11,1222,"alabama,escambia",591.5,"541.3 - 1028.0 (641)"
"15211","AL","Conecuh","Brooklyn",-86.77,31.26,0,"alabama,conecuh",622.4,"541.3 - 1028.0 (641)"
"15212","AL","Conecuh","Castleberry",-87.02,31.29,1949,"alabama,conecuh",622.4,"541.3 - 1028.0 (641)"
"15213","AL","Wilcox","Coy",-87.46,31.89,0,"alabama,wilcox",699.9,"541.3 - 1028.0 (641)"
"15214","AL","Clarke","Dickinson",-87.71,31.76,0,"alabama,clarke",572.5,"541.3 - 1028.0 (641)"
"15215","AL","Monroe","Excel",-87.34,31.42,976,"alabama,monroe",579.6,"541.3 - 1028.0 (641)"
"15216","AL","Escambia","Flomaton",-87.25,31.01,2910,"alabama,escambia",591.5,"541.3 - 1028.0 (641)"
"15217","AL","Covington","Florala",-86.3,31.02,2247,"alabama,covington",640.9,"541.3 - 1028.0 (641)"
"15218","AL","Monroe","Franklin",-87.41,31.71,498,"alabama,monroe",579.6,"541.3 - 1028.0 (641)"
"15219","AL","Monroe","Frisco City",-87.4,31.43,3214,"alabama,monroe",579.6,"541.3 - 1028.0 (641)"
"15220","AL","Clarke","Fulton",-87.72,31.78,593,"alabama,clarke",572.5,"541.3 - 1028.0 (641)"
"15221","AL","Monroe","Goodway",-87.43,31.33,0,"alabama,monroe",579.6,"541.3 - 1028.0 (641)"
"15222","AL","Clarke","Grove Hill",-87.77,31.7,4014,"alabama,clarke",572.5,"541.3 - 1028.0 (641)"
"15223","AL","Coffee","Kinston",-86.16,31.21,1755,"alabama,coffee",593.4,"541.3 - 1028.0 (641)"
"15224","AL","Conecuh","Lenox",-87.18,31.33,0,"alabama,conecuh",622.4,"541.3 - 1028.0 (641)"
"15225","AL","Covington","Lockhart",-86.35,31.01,0,"alabama,covington",640.9,"541.3 - 1028.0 (641)"
"15226","AL","Butler","Mc Kenzie",-86.71,31.54,1465,"alabama,butler",634.2,"541.3 - 1028.0 (641)"
"15227","AL","Monroe","Megargel",-87.43,31.38,0,"alabama,monroe",579.6,"541.3 - 1028.0 (641)"
"15228","AL","Monroe","Mexia",-87.39,31.5,0,"alabama,monroe",579.6,"541.3 - 1028.0 (641)"
"15229","AL","Monroe","Monroeville",-87.32,31.51,6386,"alabama,monroe",579.6,"541.3 - 1028.0 (641)"
"15230","AL","Monroe","Monroeville",-87.32,31.51,1475,"alabama,monroe",579.6,"541.3 - 1028.0 (641)"
"15231","AL","Monroe","Monroeville",-87.32,31.51,0,"alabama,monroe",579.6,"541.3 - 1028.0 (641)"
"15232","AL","Covington","Opp",-86.25,31.29,7660,"alabama,covington",640.9,"541.3 - 1028.0 (641)"
